"Incident UID","Incident Date","Agency","CIBRS Unique Offense ID","CIBRS Offense Description","City","Zip Code","Block Address","Domestic Violence Incident"
"1512719","2022 Dec 25 05:35:00 PM","SAN DIEGO","1512719-35A","Drug/Narcotic Violations","SAN DIEGO","92121","9200  BLOCK  TOWNE CENTRE DRIVE","false"
"1571480","2022 Dec 25 09:08:02 AM","SAN DIEGO","1571480-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4200  BLOCK  BROOK COURT","false"
"1720920","2023 Jan 20 01:24:00 AM","SAN DIEGO","1720920-35B","Drug Equipment Violations","SAN DIEGO","92122","9100  BLOCK  JUDICIAL DRIVE","false"
"1718434","2023 Jan 05 05:13:37 PM","SAN DIEGO","1718434-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4200  BLOCK  BROOK COURT","false"
"1721401","2023 Jan 24 01:20:00 PM","SAN DIEGO","1721401-35A","Drug/Narcotic Violations","SAN DIEGO","92037","4100  BLOCK  REGENTS ROAD","false"
"1720920","2023 Jan 20 01:24:00 AM","SAN DIEGO","1720920-35A","Drug/Narcotic Violations","SAN DIEGO","92122","9100  BLOCK  JUDICIAL DRIVE","false"
"1719675","2023 Jan 01 09:06:00 PM","SAN DIEGO","1719675-35B","Drug Equipment Violations","SAN DIEGO","92122","8900  BLOCK  LOMBARD PLACE","false"
"1720676","2023 Jan 19 11:00:38 AM","SAN DIEGO","1720676-35B","Drug Equipment Violations","SAN DIEGO","92121","7300  BLOCK  TRADE STREET","false"
"1719390","2023 Jan 12 07:20:00 PM","SAN DIEGO","1719390-35B","Drug Equipment Violations","SAN DIEGO","92122","4300  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"1520067","2022 Dec 31 08:09:12 PM","SAN DIEGO","1520067-35A","Drug/Narcotic Violations","SAN DIEGO","92037","2000  BLOCK  CAMINITO SAN NICHOLAS","false"
"1719240","2023 Jan 11 01:10:50 PM","SAN DIEGO","1719240-35A","Drug/Narcotic Violations","SAN DIEGO","92122","NOBEL DRIVE / SHORELINE DRIVE","false"
"1721491","2023 Jan 26 08:39:00 AM","SAN DIEGO","1721491-35A","Drug/Narcotic Violations","SAN DIEGO","92037","7400  BLOCK  LA JOLLA BOULEVARD","false"
"1721688","2023 Jan 30 12:15:00 PM","SAN DIEGO","1721688-35A","Drug/Narcotic Violations","SAN DIEGO","92037","4100  BLOCK  REGENTS PARK ROW","false"
"1752969","2023 Jan 25 03:26:27 PM","SAN DIEGO","1752969-35A","Drug/Narcotic Violations","SAN DIEGO","92037","9600  BLOCK  LA JOLLA FARMS ROAD","false"
"1718434","2023 Jan 05 05:13:37 PM","SAN DIEGO","1718434-35B","Drug Equipment Violations","SAN DIEGO","92122","4200  BLOCK  BROOK COURT","false"
"1719675","2023 Jan 01 09:06:00 PM","SAN DIEGO","1719675-35A","Drug/Narcotic Violations","SAN DIEGO","92122","8900  BLOCK  LOMBARD PLACE","false"
"1718834","2023 Jan 07 10:34:00 PM","SAN DIEGO","1718834-35B","Drug Equipment Violations","SAN DIEGO","92037","2300  BLOCK  FALKIRK ROW","false"
"1630925","2023 Mar 04 01:32:02 AM","SAN DIEGO","1630925-35B","Drug Equipment Violations","SAN DIEGO","92121","5800  BLOCK  OBERLIN DRIVE","false"
"1581759","2023 Feb 18 09:45:17 AM","SHERIFF","1581759-35A","Drug/Narcotic Violations","SAN DIEGO","92037","2500  BLOCK  AZURE COAST DRIVE","false"
"1606744","2023 Feb 15 09:52:58 PM","SAN DIEGO","1606744-35B","Drug Equipment Violations","SAN DIEGO","92121","10300  BLOCK  SORRENTO VALLEY ROAD","false"
"1606744","2023 Feb 15 09:52:58 PM","SAN DIEGO","1606744-35A","Drug/Narcotic Violations","SAN DIEGO","92121","10300  BLOCK  SORRENTO VALLEY ROAD","false"
"1598249","2023 Mar 03 06:46:00 PM","SAN DIEGO","1598249-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4400  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"1558438","2023 Feb 02 11:49:00 PM","SAN DIEGO","1558438-35A","Drug/Narcotic Violations","SAN DIEGO","92037","4200  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"1587598","2023 Feb 26 08:44:00 PM","SAN DIEGO","1587598-35A","Drug/Narcotic Violations","SAN DIEGO","92122","8600  BLOCK  GENESEE AVENUE","false"
"1630925","2023 Mar 04 01:32:02 AM","SAN DIEGO","1630925-35A","Drug/Narcotic Violations","SAN DIEGO","92121","5800  BLOCK  OBERLIN DRIVE","false"
"1598249","2023 Mar 03 06:46:00 PM","SAN DIEGO","1598249-35B","Drug Equipment Violations","SAN DIEGO","92122","4400  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"1969988","2023 Mar 02 07:00:39 PM","SAN DIEGO","1969988-35A","Drug/Narcotic Violations","SAN DIEGO","92037","8800  BLOCK  VILLA LA JOLLA DRIVE","false"
"1632004","2023 Mar 23 04:35:00 PM","SAN DIEGO","1632004-35B","Drug Equipment Violations","SAN DIEGO","92037","2500  BLOCK  HIDDEN VALLEY ROAD","false"
"1654814","2023 Mar 28 03:05:00 PM","SAN DIEGO","1654814-35A","Drug/Narcotic Violations","SAN DIEGO","92122","8800  BLOCK  UNIVERSITY CENTER LANE","false"
"1611886","2023 Mar 19 06:00:00 AM","SAN DIEGO","1611886-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4600  BLOCK  GOVERNOR DRIVE","false"
"1629232","2023 Mar 23 04:45:00 PM","SAN DIEGO","1629232-35B","Drug Equipment Violations","SAN DIEGO","92037","2500  BLOCK  HIDDEN VALLEY ROAD","false"
"1632004","2023 Mar 23 04:35:00 PM","SAN DIEGO","1632004-35A","Drug/Narcotic Violations","SAN DIEGO","92037","2500  BLOCK  HIDDEN VALLEY ROAD","false"
"1645840","2023 Apr 06 12:15:00 PM","SAN DIEGO","1645840-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4300  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"1611576","2023 Mar 17 03:57:00 PM","SAN DIEGO","1611576-520","Weapon Law Violations","SAN DIEGO","92122","4500  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"1647641","2023 Apr 01 03:37:00 PM","SAN DIEGO","1647641-35A","Drug/Narcotic Violations","SAN DIEGO","92121","8900  BLOCK  BIOLEGEND WAY","false"
"1654814","2023 Mar 28 03:05:00 PM","SAN DIEGO","1654814-35B","Drug Equipment Violations","SAN DIEGO","92122","8800  BLOCK  UNIVERSITY CENTER LANE","false"
"1676687","2023 Apr 21 08:27:39 AM","SAN DIEGO","1676687-35B","Drug Equipment Violations","SAN DIEGO","92122","5300  BLOCK  TOSCANA WAY","false"
"1697756","2023 May 04 01:05:00 PM","SAN DIEGO","1697756-520","Weapon Law Violations","SAN DIEGO","92122","3600  BLOCK  NOBEL DRIVE","false"
"1667991","2023 May 03 11:30:00 AM","SAN DIEGO","1667991-35B","Drug Equipment Violations","SAN DIEGO","92093","2800  BLOCK  TORREY PINES SCENIC DRIVE","false"
"1663462","2023 Apr 28 12:05:00 AM","SAN DIEGO","1663462-35A","Drug/Narcotic Violations","SAN DIEGO","92122","8700  BLOCK  COSTA VERDE BOULEVARD","false"
"1654367","2023 Apr 10 05:30:00 PM","SAN DIEGO","1654367-35B","Drug Equipment Violations","SAN DIEGO","92122","4500  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"1676869","2023 May 05 01:43:00 AM","SAN DIEGO","1676869-35A","Drug/Narcotic Violations","SAN DIEGO","92037","7900  BLOCK  PROSPECT PLACE","false"
"1655566","2023 Apr 20 10:15:00 AM","SAN DIEGO","1655566-35A","Drug/Narcotic Violations","SAN DIEGO","92122","6100  BLOCK  AGEE STREET","false"
"1656961","2023 Apr 10 12:37:49 PM","SAN DIEGO","1656961-520","Weapon Law Violations","SAN DIEGO","92037","1300  BLOCK  NAUTILUS STREET","false"
"1651266","2023 Apr 19 05:22:06 PM","SAN DIEGO","1651266-35B","Drug Equipment Violations","SAN DIEGO","92122","3000  BLOCK  CURIE STREET","false"
"1707672","2023 Apr 17 07:19:00 PM","SAN DIEGO","1707672-520","Weapon Law Violations","SAN DIEGO","92122","7700  BLOCK  REGENTS ROAD","false"
"1674722","2023 Apr 29 03:05:00 PM","SAN DIEGO","1674722-35B","Drug Equipment Violations","SAN DIEGO","92037","200  BLOCK  MARINE STREET","false"
"1701644","2023 May 06 01:02:27 PM","SAN DIEGO","1701644-35A","Drug/Narcotic Violations","SAN DIEGO","92037","800  BLOCK  PEARL STREET","false"
"1663765","2023 Apr 30 10:30:00 PM","SAN DIEGO","1663765-35A","Drug/Narcotic Violations","SAN DIEGO","92121","8400  BLOCK  EASTGATE COURT","false"
"1655249","2023 Apr 21 08:00:00 PM","SAN DIEGO","1655249-35A","Drug/Narcotic Violations","SAN DIEGO","92037","8600  BLOCK  VIA MALLORCA","false"
"1676869","2023 May 05 01:43:00 AM","SAN DIEGO","1676869-35B","Drug Equipment Violations","SAN DIEGO","92037","7900  BLOCK  PROSPECT PLACE","false"
"1727807","2023 Apr 08 04:15:00 PM","SAN DIEGO","1727807-35B","Drug Equipment Violations","SAN DIEGO","92037","9800  BLOCK  GENESEE AVENUE","false"
"1651736","2023 Apr 15 08:00:00 AM","SAN DIEGO","1651736-35A","Drug/Narcotic Violations","SAN DIEGO","92122","GENESEE AVENUE / Noble Noble DRIVE","false"
"1655566","2023 Apr 20 10:15:00 AM","SAN DIEGO","1655566-35B","Drug Equipment Violations","SAN DIEGO","92122","6100  BLOCK  AGEE STREET","false"
"1648251","2023 Apr 12 10:40:00 AM","SAN DIEGO","1648251-35A","Drug/Narcotic Violations","SAN DIEGO","92093","2800  BLOCK  TORREY PINES SCENIC DRIVE","false"
"1664355","2023 Apr 24 01:50:00 PM","SAN DIEGO","1664355-35A","Drug/Narcotic Violations","SAN DIEGO","92037","5600  BLOCK  LA JOLLA BOULEVARD","false"
"1675853","2023 May 01 10:15:00 AM","SAN DIEGO","1675853-520","Weapon Law Violations","SAN DIEGO","92121","10000  BLOCK  MESA RIDGE COURT","false"
"1645264","2023 Apr 13 08:45:00 PM","SAN DIEGO","1645264-35A","Drug/Narcotic Violations","SAN DIEGO","92121","MIRA MESA BOULEVARD / PACIFIC HEIGHTS BOULEVARD","false"
"1652789","2023 Apr 20 09:00:00 AM","SAN DIEGO","1652789-35A","Drug/Narcotic Violations","SAN DIEGO","92037","6600  BLOCK  AVENIDA LA REINA","false"
"1649659","2023 Apr 12 03:28:00 PM","SAN DIEGO","1649659-35A","Drug/Narcotic Violations","SAN DIEGO","92037","9800  BLOCK  GENESEE AVENUE","false"
"1667991","2023 May 03 11:30:00 AM","SAN DIEGO","1667991-35A","Drug/Narcotic Violations","SAN DIEGO","92093","2800  BLOCK  TORREY PINES SCENIC DRIVE","false"
"1656961","2023 Apr 10 12:37:49 PM","SAN DIEGO","1656961-35A","Drug/Narcotic Violations","SAN DIEGO","92037","1300  BLOCK  NAUTILUS STREET","false"
"1684543","2023 May 16 03:20:00 AM","SAN DIEGO","1684543-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4100  BLOCK  NOBEL DRIVE","false"
"1695958","2023 May 26 09:40:00 PM","SAN DIEGO","1695958-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4500  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"1716700","2023 May 26 12:48:00 AM","SAN DIEGO","1716700-35A","Drug/Narcotic Violations","SAN DIEGO","92037","4200  BLOCK  EXECUTIVE SQUARE","false"
"1679028","2023 May 12 07:05:04 PM","SAN DIEGO","1679028-35B","Drug Equipment Violations","SAN DIEGO","92122","5100  BLOCK  GOVERNOR DRIVE","false"
"1696831","2023 May 28 08:45:00 PM","SAN DIEGO","1696831-35A","Drug/Narcotic Violations","SAN DIEGO","92037","800  BLOCK  COAST BOULEVARD","false"
"1700102","2023 May 22 03:12:00 PM","SAN DIEGO","1700102-35A","Drug/Narcotic Violations","SAN DIEGO","92037","3200  BLOCK  NOBEL DRIVE","false"
"1701780","2023 May 29 08:12:00 PM","SAN DIEGO","1701780-35B","Drug Equipment Violations","SAN DIEGO","92037","6500  BLOCK  LA JOLLA BOULEVARD","false"
"1699530","2023 May 30 10:00:00 PM","SAN DIEGO","1699530-35A","Drug/Narcotic Violations","SAN DIEGO","92122","3400  BLOCK  LEBON DRIVE","false"
"1699614","2023 May 31 01:51:00 AM","SAN DIEGO","1699614-35A","Drug/Narcotic Violations","SAN DIEGO","92122","6100  BLOCK  AGEE STREET","false"
"1704854","2023 Jun 03 12:30:19 PM","SAN DIEGO","1704854-35A","Drug/Narcotic Violations","SAN DIEGO","92093","2800  BLOCK  TORREY PINES SCENIC DRIVE","false"
"1796598","2023 Jun 10 07:30:00 AM","SAN DIEGO","1796598-35A","Drug/Narcotic Violations","SAN DIEGO","92037","8800  BLOCK  VILLA LA JOLLA DRIVE","false"
"1741794","2023 Jun 28 11:37:03 AM","SAN DIEGO","1741794-35A","Drug/Narcotic Violations","SAN DIEGO","92121","CAMINO SANTA FE MIRAMAR ROAD","false"
"1880463","2023 Jun 20 11:50:00 PM","SAN DIEGO","1880463-35B","Drug Equipment Violations","SAN DIEGO","92037","6200  BLOCK  CAMINO DE LA COSTA","false"
"1745082","2023 Jul 04 07:37:58 PM","SAN DIEGO","1745082-35A","Drug/Narcotic Violations","SAN DIEGO","92122","8500  BLOCK  KANTOR STREET","false"
"1865811","2023 Jun 27 03:35:00 AM","SAN DIEGO","1865811-35A","Drug/Narcotic Violations","SAN DIEGO","92122","3400  BLOCK  LEBON DRIVE","false"
"1728245","2023 Jun 15 12:00:00 PM","SAN DIEGO","1728245-520","Weapon Law Violations","SAN DIEGO","92122","4500  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"2236512","2023 Jun 29 11:55:00 PM","SAN DIEGO","2236512-35A","Drug/Narcotic Violations","SAN DIEGO","92093","2800  BLOCK  TORREY PINES SCENIC DRIVE","false"
"1788980","2023 Aug 07 05:27:22 AM","SAN DIEGO","1788980-35B","Drug Equipment Violations","SAN DIEGO","92121","6900  BLOCK  MIRAMAR ROAD","false"
"1771010","2023 Jul 24 01:49:13 PM","SAN DIEGO","1771010-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4300  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"1782601","2023 Jul 28 12:00:00 PM","SAN DIEGO","1782601-35B","Drug Equipment Violations","SAN DIEGO","92121","6700  BLOCK  MESA RIDGE ROAD","false"
"1780842","2023 Aug 01 04:22:00 PM","SAN DIEGO","1780842-35B","Drug Equipment Violations","SAN DIEGO","92037","8800  BLOCK  VILLA LA JOLLA DRIVE","false"
"1853450","2023 Aug 10 08:00:00 PM","SAN DIEGO","1853450-35B","Drug Equipment Violations","SAN DIEGO","92037","8800  BLOCK  VILLA LA JOLLA DRIVE","false"
"1800991","2023 Jul 29 07:27:00 PM","SAN DIEGO","1800991-520","Weapon Law Violations","SAN DIEGO","92122","4300  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"1853450","2023 Aug 10 08:00:00 PM","SAN DIEGO","1853450-35A","Drug/Narcotic Violations","SAN DIEGO","92037","8800  BLOCK  VILLA LA JOLLA DRIVE","false"
"1788980","2023 Aug 07 05:27:22 AM","SAN DIEGO","1788980-35A","Drug/Narcotic Violations","SAN DIEGO","92121","6900  BLOCK  MIRAMAR ROAD","false"
"1759195","2023 Jul 12 12:00:00 PM","SAN DIEGO","1759195-35A","Drug/Narcotic Violations","SAN DIEGO","92037","5500  BLOCK  LA JOLLA BOULEVARD","false"
"1782601","2023 Jul 28 12:00:00 PM","SAN DIEGO","1782601-35A","Drug/Narcotic Violations","SAN DIEGO","92121","6700  BLOCK  MESA RIDGE ROAD","false"
"1813470","2023 Aug 06 04:35:00 AM","SAN DIEGO","1813470-520","Weapon Law Violations","SAN DIEGO","92037","6600  BLOCK  VISTA DEL MAR AVENUE","false"
"1868648","2023 Jul 14 12:00:00 PM","SAN DIEGO","1868648-520","Weapon Law Violations","SAN DIEGO","92037","9800  BLOCK  GENESEE AVENUE","false"
"1785900","2023 Aug 06 12:40:00 AM","SAN DIEGO","1785900-35A","Drug/Narcotic Violations","SAN DIEGO","92037","6500  BLOCK  VISTA DEL MAR AVENUE","false"
"1924912","2023 Sep 11 12:15:00 AM","SAN DIEGO","1924912-520","Weapon Law Violations","SAN DIEGO","92093","2800  BLOCK  TORREY PINES SCENIC DRIVE","true"
"1880039","2023 Aug 29 11:30:00 PM","SAN DIEGO","1880039-35B","Drug Equipment Violations","SAN DIEGO","92037","2500  BLOCK  TORREY PINES ROAD","false"
"1880039","2023 Aug 29 11:30:00 PM","SAN DIEGO","1880039-35A","Drug/Narcotic Violations","SAN DIEGO","92037","2500  BLOCK  TORREY PINES ROAD","false"
"1867644","2023 Sep 09 12:45:00 PM","SAN DIEGO","1867644-35A","Drug/Narcotic Violations","SAN DIEGO","92037","900  BLOCK  SILVERADO STREET","false"
"1811334","2023 Aug 25 09:30:00 AM","SAN DIEGO","1811334-35A","Drug/Narcotic Violations","SAN DIEGO","92037","8600  BLOCK  VILLA LA JOLLA DRIVE","false"
"1867644","2023 Sep 09 12:45:00 PM","SAN DIEGO","1867644-35B","Drug Equipment Violations","SAN DIEGO","92037","900  BLOCK  SILVERADO STREET","false"
"1809963","2023 Aug 24 05:15:00 PM","SAN DIEGO","1809963-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4000  BLOCK  ARRIBA STREET","false"
"1794650","2023 Aug 13 05:36:00 AM","SAN DIEGO","1794650-35A","Drug/Narcotic Violations","SAN DIEGO","92122","LEBON DRIVE / PALMILLA DRIVE","false"
"1805592","2023 Aug 21 12:30:00 PM","SAN DIEGO","1805592-35A","Drug/Narcotic Violations","SAN DIEGO","92037","8000  BLOCK  GILMAN COURT","false"
"1865816","2023 Sep 03 12:03:00 PM","SAN DIEGO","1865816-35B","Drug Equipment Violations","SAN DIEGO","92037","7500  BLOCK  FAY AVENUE","false"
"1952804","2023 Aug 31 11:05:00 AM","SHERIFF","1952804-35A","Drug/Narcotic Violations","SAN DIEGO","92037","7700  BLOCK  LOOKOUT DRIVE","false"
"1816625","2023 Aug 30 01:00:01 AM","SAN DIEGO","1816625-35B","Drug Equipment Violations","SAN DIEGO","92037","8600  BLOCK  VILLA LA JOLLA DRIVE","false"
"1820365","2023 Sep 04 01:18:00 AM","SAN DIEGO","1820365-35A","Drug/Narcotic Violations","SAN DIEGO","92037","8200  BLOCK  LA JOLLA SHORES DRIVE","false"
"1851588","2023 Sep 09 01:19:49 PM","SAN DIEGO","1851588-35B","Drug Equipment Violations","SAN DIEGO","92037","400  BLOCK  SEA RIDGE DRIVE","false"
"1851588","2023 Sep 09 01:19:49 PM","SAN DIEGO","1851588-35A","Drug/Narcotic Violations","SAN DIEGO","92037","400  BLOCK  SEA RIDGE DRIVE","false"
"1874221","2023 Sep 17 03:00:55 PM","SAN DIEGO","1874221-35A","Drug/Narcotic Violations","SAN DIEGO","92122","5000  BLOCK  GOVERNOR DRIVE","false"
"1847052","2023 Sep 24 05:03:39 PM","SAN DIEGO","1847052-35B","Drug Equipment Violations","SAN DIEGO","92037","7800  BLOCK  GIRARD AVENUE","false"
"1871299","2023 Sep 28 10:44:00 AM","SAN DIEGO","1871299-35A","Drug/Narcotic Violations","SAN DIEGO","92037","4100  BLOCK  REGENTS PARK ROW","false"
"2271295","2023 Sep 21 02:44:00 PM","SAN DIEGO","2271295-35A","Drug/Narcotic Violations","SAN DIEGO","92037","PACIFICA DRIVE / SOLEDAD MOUNTAIN ROAD","false"
"1864792","2023 Oct 07 10:45:00 AM","SAN DIEGO","1864792-520","Weapon Law Violations","SAN DIEGO","92121","MIRAMAR ROAD / MIRAMAR ROAD","false"
"2106091","2023 Sep 15 07:00:00 PM","SAN DIEGO","2106091-40A","Prostitution","SAN DIEGO","92121","9800  BLOCK  PACIFIC HEIGHTS BOULEVARD","false"
"1869183","2023 Oct 07 10:08:00 AM","SAN DIEGO","1869183-520","Weapon Law Violations","SAN DIEGO","92037","7700  BLOCK  GIRARD AVENUE","false"
"1847052","2023 Sep 24 05:03:39 PM","SAN DIEGO","1847052-35A","Drug/Narcotic Violations","SAN DIEGO","92037","7800  BLOCK  GIRARD AVENUE","false"
"1845571","2023 Sep 24 07:59:22 PM","SAN DIEGO","1845571-35A","Drug/Narcotic Violations","SAN DIEGO","92122","8100  BLOCK  GENESEE AVENUE","false"
"1840120","2023 Sep 18 02:00:00 AM","SAN DIEGO","1840120-35A","Drug/Narcotic Violations","SAN DIEGO","92121","8900  BLOCK  CARROLL WAY","false"
"1863809","2023 Oct 10 01:59:00 PM","SAN DIEGO","1863809-35A","Drug/Narcotic Violations","SAN DIEGO","92122","CHARMANT DRIVE / LEBON DRIVE","false"
"1840120","2023 Sep 18 02:00:00 AM","SAN DIEGO","1840120-520","Weapon Law Violations","SAN DIEGO","92121","8900  BLOCK  CARROLL WAY","false"
"1869880","2023 Oct 13 09:30:00 AM","SAN DIEGO","1869880-35A","Drug/Narcotic Violations","SAN DIEGO","92037","1100  BLOCK  TORREY PINES ROAD","false"
"1867651","2023 Sep 25 02:45:00 AM","SAN DIEGO","1867651-35A","Drug/Narcotic Violations","SAN DIEGO","92037","700  BLOCK  BONAIR WAY","false"
"1853252","2023 Sep 26 01:30:00 PM","SAN DIEGO","1853252-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4500  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"2322318","2023 Oct 07 10:40:00 PM","SAN DIEGO","2322318-520","Weapon Law Violations","SAN DIEGO","92121","MIRAMAR MALL / MIRAMAR ROAD","false"
"1877637","2023 Oct 17 01:20:00 AM","SAN DIEGO","1877637-35B","Drug Equipment Violations","SAN DIEGO","92122","REGENTS ROAD / STATE ROUTE 52 WB","false"
"1908404","2023 Nov 18 12:15:00 PM","SAN DIEGO","1908404-35A","Drug/Narcotic Violations","SAN DIEGO","92122","8800  BLOCK  TOWNE CENTRE DRIVE","false"
"1873863","2023 Oct 18 11:35:00 AM","SAN DIEGO","1873863-35A","Drug/Narcotic Violations","SAN DIEGO","92037","EASTGATE MALL / GENESEE AVENUE","false"
"2020326","2023 Dec 14 08:00:00 PM","SAN DIEGO","2020326-35A","Drug/Narcotic Violations","SAN DIEGO","92037","8600  BLOCK  VILLA LA JOLLA DRIVE","false"
"2897796","2023 Dec 15 12:00:52 PM","SAN DIEGO","2897796-520","Weapon Law Violations","SAN DIEGO","92121","9800  BLOCK  OLSON DRIVE","false"
"1917091","2023 Nov 22 09:32:00 PM","SAN DIEGO","1917091-35A","Drug/Narcotic Violations","SAN DIEGO","92037","8600  BLOCK  VILLA LA JOLLA DRIVE","false"
"2021933","2023 Dec 18 05:00:36 PM","SAN DIEGO","2021933-35B","Drug Equipment Violations","SAN DIEGO","92122","4400  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"2019870","2023 Dec 14 07:50:00 PM","SAN DIEGO","2019870-35B","Drug Equipment Violations","SAN DIEGO","92037","8600  BLOCK  VILLA LA JOLLA DRIVE","false"
"2021927","2023 Dec 18 04:51:00 PM","SAN DIEGO","2021927-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4200  BLOCK  BROOKE COURT","false"
"2010101","2023 Dec 01 01:28:00 PM","SAN DIEGO","2010101-35A","Drug/Narcotic Violations","SAN DIEGO","92037","7900  BLOCK  LA JOLLA SHORES DRIVE","false"
"1921037","2023 Nov 30 03:40:00 AM","SAN DIEGO","1921037-35A","Drug/Narcotic Violations","SAN DIEGO","92122","6100  BLOCK  AGEE STREET","false"
"2020875","2023 Dec 17 02:43:02 AM","SAN DIEGO","2020875-35A","Drug/Narcotic Violations","SAN DIEGO","92121","CARROLL ROAD / CARROLL CANYON ROAD","false"
"2021275","2023 Dec 14 10:24:00 AM","SAN DIEGO","2021275-35A","Drug/Narcotic Violations","SAN DIEGO","92122","LEBON DRIVE / UNIVERSITY CENTER LANE","false"
"2022437","2023 Dec 16 06:57:45 PM","SAN DIEGO","2022437-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4300  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"2010101","2023 Dec 01 01:28:00 PM","SAN DIEGO","2010101-35B","Drug Equipment Violations","SAN DIEGO","92037","7900  BLOCK  LA JOLLA SHORES DRIVE","false"
"2020326","2023 Dec 14 08:00:00 PM","SAN DIEGO","2020326-35B","Drug Equipment Violations","SAN DIEGO","92037","8600  BLOCK  VILLA LA JOLLA DRIVE","false"
"2019873","2023 Dec 14 08:30:25 PM","SAN DIEGO","2019873-35A","Drug/Narcotic Violations","SAN DIEGO","92037","8600  BLOCK  VILLA LA JOLLA DRIVE","false"
"1992924","2024 Jan 25 04:32:00 PM","SAN DIEGO","1992924-520","Weapon Law Violations","SAN DIEGO","92037","600  BLOCK  TOURMALINE STREET","false"
"1993140","2024 Jan 06 05:26:00 PM","SAN DIEGO","1993140-35A","Drug/Narcotic Violations","SAN DIEGO","92037","8600  BLOCK  VILLA LA JOLLA DRIVE","false"
"1982501","2024 Jan 16 05:30:00 AM","SAN DIEGO","1982501-35B","Drug Equipment Violations","SAN DIEGO","92037","7300  BLOCK  GIRARD AVENUE","false"
"1982875","2024 Jan 16 08:42:00 PM","SAN DIEGO","1982875-35A","Drug/Narcotic Violations","SAN DIEGO","92037","7700  BLOCK  IVANHOE AVENUE","false"
"1974711","2024 Jan 13 09:01:00 PM","SAN DIEGO","1974711-35A","Drug/Narcotic Violations","SAN DIEGO","92037","8600  BLOCK  VILLA LA JOLLA DRIVE","false"
"2441756","2024 Jan 14 02:08:00 PM","SAN DIEGO","2441756-35B","Drug Equipment Violations","SAN DIEGO","92037","LL nb 5 At Genesee AVENUE","false"
"1993140","2024 Jan 06 05:26:00 PM","SAN DIEGO","1993140-35B","Drug Equipment Violations","SAN DIEGO","92037","8600  BLOCK  VILLA LA JOLLA DRIVE","false"
"1974748","2024 Jan 19 07:05:00 AM","SAN DIEGO","1974748-35A","Drug/Narcotic Violations","SAN DIEGO","92037","7400  BLOCK  LA JOLLA BOULEVARD","false"
"1988944","2024 Jan 25 05:19:00 PM","SAN DIEGO","1988944-35B","Drug Equipment Violations","SAN DIEGO","92037","8800  BLOCK  VILLA LA JOLLA DRIVE","false"
"1985308","2024 Jan 21 04:18:31 PM","SAN DIEGO","1985308-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4300  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"1982501","2024 Jan 16 05:30:00 AM","SAN DIEGO","1982501-520","Weapon Law Violations","SAN DIEGO","92037","7300  BLOCK  GIRARD AVENUE","false"
"1982887","2024 Jan 18 05:18:00 PM","SAN DIEGO","1982887-35A","Drug/Narcotic Violations","SAN DIEGO","92037","2200  BLOCK  TORREY PINES ROAD","false"
"1972445","2024 Jan 08 01:18:00 PM","SAN DIEGO","1972445-35B","Drug Equipment Violations","SAN DIEGO","92037","LA JOLLA BOULEVARD / MARINE STREET","false"
"2045284","2024 Feb 22 06:11:00 PM","SAN DIEGO","2045284-520","Weapon Law Violations","SAN DIEGO","92121","6600  BLOCK  MIRA MESA BOULEVARD","false"
"2055192","2024 Feb 29 06:10:00 PM","SAN DIEGO","2055192-35A","Drug/Narcotic Violations","SAN DIEGO","92122","5300  BLOCK  TOSCANA WAY","false"
"2039816","2024 Feb 21 01:45:00 PM","SAN DIEGO","2039816-35A","Drug/Narcotic Violations","SAN DIEGO","92037","500  BLOCK  PEARL STREET","false"
"2248272","2024 Feb 18 08:00:50 PM","SAN DIEGO","2248272-520","Weapon Law Violations","SAN DIEGO","92122","8100  BLOCK  AVENIDA NAVIDAD","true"
